area_name,lat,lon
Nagakute-shi,35.19137694578944,137.07218111506643
Nagakute-shi,35.190495837712774,137.07435833956583
Nagakute-shi,35.190844441018214,137.07601055784107
Nagakute-shi,35.189276946074244,137.0775272240022
Nagakute-shi,35.189693333080925,137.07882055792243
Nagakute-shi,35.18890083790342,137.07979194624136
Nagakute-shi,35.18931917104294,137.0807788847378
Nagakute-shi,35.188741945684285,137.0817374972877
Nagakute-shi,35.190059440790606,137.08467944230244
Nagakute-shi,35.18686110805373,137.08704416285786
Nagakute-shi,35.18491917138272,137.0868361091991
Nagakute-shi,35.18339805357738,137.08763194625737
Nagakute-shi,35.18204250455801,137.09054944230297
Nagakute-shi,35.17944166699937,137.092115837376
Nagakute-shi,35.179387505329146,137.09567027196556
Nagakute-shi,35.17656917123031,137.09758555093254
Nagakute-shi,35.17423277482277,137.0962425033889
Nagakute-shi,35.173393333235765,137.0975158372861
Nagakute-shi,35.16939777488744,137.0966074968386
Nagakute-shi,35.167683613108295,137.09481111544073
Nagakute-shi,35.16672917071469,137.09607500555717
Nagakute-shi,35.16489833269196,137.09523360614605
Nagakute-shi,35.16392110777298,137.09561444924748
Nagakute-shi,35.16296972127566,137.0947808298714
Nagakute-shi,35.161633333211796,137.0953361090742
Nagakute-shi,35.160121667281146,137.0946994421256
Nagakute-shi,35.15717499992638,137.09612221816587
Nagakute-shi,35.157907774724094,137.09250055835412
Nagakute-shi,35.1572225048148,137.08810749696352
Nagakute-shi,35.15823944109741,137.08515221770074
Nagakute-shi,35.157303054392514,137.08391250315958
Nagakute-shi,35.15895583834134,137.08148500632808
Nagakute-shi,35.15815083809076,137.0758097284363
Nagakute-shi,35.1609675048465,137.06221194582474
Nagakute-shi,35.162398333416434,137.05922055788255
Nagakute-shi,35.16342389239878,137.0585797279722
Nagakute-shi,35.16394805415945,137.05910500579148
Nagakute-shi,35.16512361286448,137.05825277584495
Nagakute-shi,35.16777333307289,137.0597163936967
Nagakute-shi,35.16901861261891,137.05840666693416
Nagakute-shi,35.167662774917176,137.05562416272494
Nagakute-shi,35.16692666723196,137.0510341632961
Nagakute-shi,35.168294170939305,137.04964138773994
Nagakute-shi,35.167788054075515,137.04806666674335
Nagakute-shi,35.16302110763803,137.0443872236915
Nagakute-shi,35.16338027887684,137.0423172235611
Nagakute-shi,35.16284999992763,137.04069389061067
Nagakute-shi,35.160889171198335,137.03946805440728
Nagakute-shi,35.16040417131552,137.03594389099783
Nagakute-shi,35.15745583841624,137.0330230611654
Nagakute-shi,35.15474361262767,137.03173834005247
Nagakute-shi,35.155788613154016,137.0295119460195
Nagakute-shi,35.15528083794038,137.02829250309662
Nagakute-shi,35.15617444119755,137.0270200001729
Nagakute-shi,35.15807555943957,137.0250994421856
Nagakute-shi,35.16263777521323,137.02423306140668
Nagakute-shi,35.1631283329063,137.02285693859687
Nagakute-shi,35.16689138682807,137.02642277569066
Nagakute-shi,35.169314720697855,137.02748221842967
Nagakute-shi,35.17045194580072,137.02542666680733
Nagakute-shi,35.17162777520173,137.0247805578765
Nagakute-shi,35.173183053755,137.02534277624818
Nagakute-shi,35.17396583805305,137.0220752793507
Nagakute-shi,35.1752200002029,137.0227452787717
Nagakute-shi,35.175445278576774,137.02610444896118
Nagakute-shi,35.17940250512157,137.02684389133253
Nagakute-shi,35.18163610811996,137.02561360618301
Nagakute-shi,35.184113612653164,137.02616000008402
Nagakute-shi,35.186070279320006,137.02474916973847
Nagakute-shi,35.18830583834381,137.01791999960835
Nagakute-shi,35.190708333123155,137.02000749694844
Nagakute-shi,35.191211946274336,137.0242527763446
Nagakute-shi,35.19013972057172,137.02835805378118
Nagakute-shi,35.19181166727469,137.03225778217097
Nagakute-shi,35.19254083758966,137.03593472061095
Nagakute-shi,35.19155194576575,137.03864583663608
Nagakute-shi,35.19265417105322,137.04226722395333
Nagakute-shi,35.19117472063692,137.0435361089044
Nagakute-shi,35.19183694631806,137.04565277575512
Nagakute-shi,35.19385944066073,137.04680416338147
Nagakute-shi,35.1947402789408,137.04982944227504
Nagakute-shi,35.19389389188967,137.05077805436383
Nagakute-shi,35.19410055879382,137.05310277577257
Nagakute-shi,35.19264583793512,137.0546374967231
Nagakute-shi,35.19108417059806,137.05942444857953
Nagakute-shi,35.192429441265745,137.06158527933724
Nagakute-shi,35.19240527918032,137.06362583656312
Nagakute-shi,35.195892504735355,137.0670544488038
Nagakute-shi,35.19137694578944,137.07218111506643
